353627072172698

timestamp,event,uid,name,version
1520532559220,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520533167346,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520533167790,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520533630294,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520533630569,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534216698,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534217110,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534341232,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534341523,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534409283,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534409539,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534514540,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534514808,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534624882,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520534625190,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535265682,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535266061,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535372796,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535373045,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535665554,android.intent.action.PACKAGE_REMOVED,10106,edu.fandm.enovak.updatetimingcollector,1
1520535665956,android.intent.action.PACKAGE_REPLACED,10106,edu.fandm.enovak.updatetimingcollector,1
